Order_Id,Product_Id,Quantity,Discount_Percent
2654,OFF-PA-10000062,3,4
2655,FUR-BO-10003404,3,4
2656,OFF-BI-10004233,2,5
2657,OFF-ST-10001272,2,2
2658,OFF-LA-10001175,5,2
2659,OFF-EN-10004030,3,5
2660,FUR-CH-10004287,4,5
2661,TEC-PH-10002834,11,2
2662,OFF-EN-10003055,2,4
2663,OFF-BI-10003460,2,5
2664,OFF-LA-10001569,1,5
2665,FUR-TA-10004534,3,4
2666,OFF-BI-10002954,2,5
2667,TEC-AC-10003832,3,3
2668,OFF-PA-10000474,1,2
2669,FUR-CH-10002774,1,3
2670,OFF-AP-10002765,4,2
2671,OFF-PA-10001144,3,2
2672,FUR-CH-10003761,6,4
2673,OFF-PA-10004665,2,2
2674,OFF-ST-10000078,5,5
2675,OFF-PA-10000357,3,5
2676,OFF-AR-10000422,5,3
2677,OFF-AP-10001205,1,4
2678,OFF-BI-10001116,7,5
2679,OFF-BI-10002931,2,2
2680,OFF-BI-10000546,5,2
2681,TEC-AC-10002049,5,4
2682,OFF-BI-10001196,4,2
2683,TEC-MA-10002981,3,5
2684,TEC-PH-10003601,1,5
2685,OFF-BI-10000632,9,2
2686,OFF-EN-10003055,3,3
2687,OFF-BI-10001031,2,3
2688,OFF-BI-10002003,5,5
2689,OFF-PA-10003016,5,5
2690,OFF-AR-10004582,4,4
2691,OFF-BI-10004364,3,2
2692,OFF-PA-10002246,3,2
2693,TEC-PH-10002890,3,5
2694,FUR-FU-10001475,5,4
2695,FUR-FU-10004270,1,5
2696,OFF-PA-10003465,2,5
2697,TEC-MA-10003626,4,4
2698,TEC-MA-10002412,6,4
2699,OFF-PA-10001804,4,2
2700,OFF-AR-10003183,3,4
2701,FUR-FU-10004270,2,3
2702,OFF-FA-10003112,3,3
2703,FUR-FU-10001986,3,3
2704,OFF-PA-10002319,3,2
2705,TEC-AC-10002323,6,4
2706,OFF-SU-10001165,2,5
2707,OFF-PA-10001246,3,2
2708,OFF-PA-10001815,4,5
2709,FUR-FU-10001876,7,2
2710,TEC-MA-10000488,3,3
2711,OFF-BI-10001098,2,5
2712,FUR-FU-10003577,4,5
2713,OFF-AR-10002656,9,2
2714,TEC-PH-10004531,3,5
2715,OFF-AR-10003251,5,5
2716,TEC-PH-10000673,2,5
2717,TEC-AC-10000158,2,2
2718,TEC-PH-10002075,3,4
2719,OFF-ST-10004340,2,4
2720,FUR-FU-10002759,3,4
2721,OFF-FA-10000585,3,3
2722,OFF-AP-10004859,5,3
2723,OFF-ST-10001558,5,2
2724,OFF-LA-10004689,5,2
2725,OFF-BI-10002867,2,3
2726,TEC-PH-10003811,5,5
2727,FUR-TA-10000849,4,2
2728,OFF-BI-10000848,1,2
2729,TEC-PH-10003072,7,3
2730,OFF-AR-10001547,3,3
2731,TEC-AC-10001838,4,5
2732,FUR-FU-10004017,1,4
2733,TEC-PH-10002923,2,3
2734,OFF-AR-10000716,1,5
2735,OFF-PA-10000249,4,3
2736,TEC-PH-10003691,3,5
2737,OFF-PA-10001560,7,3
2738,FUR-BO-10004467,3,3
2739,TEC-PH-10001819,2,3
2740,OFF-SU-10000157,4,3
2741,TEC-AC-10004227,2,2
2742,OFF-EN-10003134,5,5
2743,FUR-FU-10004671,2,4
2744,FUR-FU-10002253,6,5
2745,TEC-PH-10002726,3,5
2746,TEC-AC-10004571,1,3
2747,FUR-TA-10002228,3,3
2748,TEC-AC-10004127,4,5
2749,OFF-BI-10001553,3,3
2750,FUR-CH-10002758,3,5
2751,OFF-ST-10000532,11,4
2752,FUR-CH-10000988,2,2
2753,OFF-AR-10003251,2,3
2754,TEC-AC-10003174,3,2
2755,TEC-PH-10002310,5,2
2756,OFF-AP-10002651,5,3
2757,OFF-PA-10001184,2,2
2758,TEC-AC-10002402,3,5
2759,FUR-FU-10004270,4,2
2760,OFF-ST-10001526,4,5
2761,OFF-PA-10002893,5,4
2762,TEC-AC-10003709,1,3
2763,OFF-BI-10001191,5,2
2764,OFF-BI-10003166,3,3
2765,OFF-BI-10003982,5,4
2766,OFF-ST-10004835,2,2
2767,OFF-AP-10000159,1,5
2768,OFF-AP-10002945,8,5
2769,OFF-AP-10001242,2,4
2770,TEC-AC-10003038,7,2
2771,TEC-AC-10003289,3,4
2772,OFF-ST-10000918,5,5
2773,FUR-FU-10001940,3,3
2774,OFF-BI-10002852,3,2
2775,OFF-PA-10004451,2,2
2776,OFF-ST-10004804,3,3
2777,OFF-AP-10003971,7,5
2778,FUR-BO-10003159,2,3
2779,FUR-FU-10001935,8,3
2780,TEC-AC-10003433,3,4
2781,OFF-LA-10004544,4,5
2782,OFF-AR-10001026,10,4
2783,TEC-PH-10001336,2,2
2784,TEC-PH-10003187,2,3
2785,TEC-PH-10004897,4,4
2786,FUR-CH-10004997,4,4
2787,OFF-FA-10002763,2,5
2788,FUR-FU-10001588,5,4
2789,OFF-AR-10000940,7,4
2790,FUR-FU-10002759,5,3
2791,OFF-AP-10000358,2,4
2792,OFF-AP-10003281,3,4
2793,OFF-PA-10000029,1,5
2794,TEC-PH-10001557,14,5
2795,TEC-PH-10000576,4,2
2796,OFF-BI-10002764,7,2
2797,FUR-BO-10001337,3,3
2798,OFF-AR-10002257,4,2
2799,OFF-PA-10001019,2,4
2800,OFF-BI-10003364,5,2
2801,TEC-PH-10000984,5,5
2802,OFF-AR-10001683,1,4
2803,FUR-FU-10000629,3,4
2804,OFF-PA-10003893,3,2
2805,OFF-PA-10004239,6,5
2806,FUR-CH-10000553,2,4
2807,OFF-FA-10004395,2,2
2808,OFF-PA-10004782,2,3
2809,FUR-BO-10002213,5,4
2810,FUR-CH-10001854,2,5
2811,OFF-PA-10000157,9,4
2812,FUR-FU-10001185,6,4
2813,FUR-TA-10001520,3,4
2814,TEC-AC-10004145,4,2
2815,FUR-TA-10000688,3,3
2816,OFF-BI-10001510,5,2
2817,FUR-CH-10003817,1,4
2818,FUR-FU-10000308,2,5
2819,OFF-ST-10003208,6,4
2820,OFF-BI-10003784,5,2
2821,FUR-TA-10003748,3,3
2822,TEC-PH-10002563,3,2
2823,OFF-AR-10000122,2,2
2824,OFF-ST-10000352,2,3
2825,OFF-PA-10003270,8,3
2826,FUR-BO-10003272,2,4
2827,OFF-BI-10002982,2,3
2828,OFF-EN-10001509,2,5
2829,OFF-PA-10002421,6,3
2830,OFF-ST-10000760,5,4
2831,OFF-PA-10002923,2,5
2832,OFF-ST-10001128,5,2
2833,TEC-PH-10000673,3,3
2834,OFF-AR-10001547,7,5
2835,OFF-BI-10001890,2,3
2836,OFF-AP-10003971,1,2
2837,OFF-PA-10000520,3,5
2838,OFF-BI-10000977,5,2
2839,TEC-MA-10002178,2,3
2840,OFF-ST-10001526,1,3
2841,FUR-CH-10003379,4,3
2842,OFF-PA-10000100,7,5
2843,OFF-ST-10001809,2,3
2844,TEC-AC-10000387,3,2
2845,FUR-CH-10004853,8,3
2846,OFF-AR-10001958,3,5
2847,OFF-BI-10003527,3,3
2848,FUR-FU-10003832,6,5
2849,OFF-BI-10001359,3,3
2850,OFF-BI-10002976,6,2
2851,OFF-ST-10000736,1,4
2852,OFF-PA-10001745,4,5
2853,FUR-FU-10000409,1,5
2854,FUR-FU-10000221,4,3
2855,OFF-ST-10000344,3,2
2856,OFF-LA-10003663,7,4
2857,FUR-CH-10001215,4,3
2858,FUR-CH-10000988,2,3
2859,TEC-AC-10003441,4,3
2860,TEC-PH-10004389,3,3
2861,FUR-BO-10004695,9,5
2862,OFF-PA-10000100,7,3
2863,OFF-PA-10000223,4,2
2864,OFF-ST-10001325,3,5
2865,OFF-AP-10004249,7,4
2866,OFF-AR-10000588,3,4
2867,OFF-SU-10000946,4,2
2868,OFF-SU-10001225,5,4
2869,OFF-ST-10001558,3,5
2870,FUR-FU-10001546,2,5
2871,OFF-PA-10002581,3,5
2872,FUR-CH-10001482,3,3
2873,OFF-AR-10002399,1,3
2874,OFF-ST-10001963,8,2
2875,OFF-FA-10002988,3,4
2876,FUR-CH-10004289,2,2
2877,FUR-CH-10000785,7,5
2878,OFF-EN-10003040,2,4
2879,OFF-AR-10001573,2,5
2880,TEC-AC-10000844,3,5
2881,OFF-BI-10000756,6,2
2882,OFF-SU-10000381,3,5
2883,OFF-BI-10004094,5,5
2884,FUR-FU-10001852,4,5
2885,OFF-BI-10000014,2,4
2886,FUR-CH-10003396,5,5
2887,OFF-AR-10003811,3,2
2888,OFF-PA-10003172,2,2
2889,OFF-PA-10000289,5,5
2890,OFF-PA-10000791,5,5
2891,FUR-CH-10002304,2,2
2892,OFF-BI-10000136,3,2
2893,OFF-PA-10003739,2,5
2894,OFF-PA-10002479,5,4
2895,FUR-FU-10000771,11,5
2896,TEC-PH-10001552,3,2
2897,OFF-AR-10001915,5,4
2898,TEC-CO-10000971,4,2
2899,FUR-CH-10004086,2,5
2900,TEC-CO-10000971,2,2
2901,OFF-LA-10001317,4,4
2902,OFF-PA-10003656,7,5
2903,OFF-PA-10002160,5,4
2904,OFF-PA-10000575,7,5
2905,FUR-CH-10003981,3,5
2906,OFF-ST-10002615,2,4
2907,OFF-PA-10000327,2,4
2908,OFF-ST-10001325,5,2
2909,OFF-LA-10001771,3,3
2910,OFF-FA-10004968,3,5
2911,OFF-AP-10000576,4,2
2912,OFF-EN-10003286,5,2
2913,OFF-AR-10003772,4,5
2914,OFF-BI-10002852,3,4
2915,TEC-PH-10002890,3,2
2916,OFF-BI-10001308,2,2
2917,TEC-PH-10001750,4,5
2918,OFF-AR-10003338,1,3
2919,OFF-FA-10002763,5,2
2920,FUR-FU-10002088,2,3
2921,FUR-FU-10003976,7,3
2922,OFF-ST-10001511,2,4
2923,OFF-BI-10000301,3,3
2924,OFF-FA-10003495,1,4
2925,OFF-AP-10001303,1,4
2926,FUR-FU-10002116,1,3
2927,FUR-FU-10000771,3,3
2928,OFF-AR-10002255,3,5
2929,OFF-BI-10004995,4,5
2930,FUR-FU-10002597,4,5
2931,OFF-BI-10004970,2,2
2932,OFF-BI-10002557,2,3
2933,FUR-CH-10000785,1,4
2934,TEC-PH-10002310,1,4
2935,TEC-PH-10002834,3,5
2936,OFF-EN-10000927,1,3
2937,OFF-BI-10001636,7,4
2938,OFF-PA-10001736,7,3
2939,OFF-PA-10000482,5,4
2940,OFF-BI-10001658,3,3
2941,FUR-CH-10000422,1,3
2942,FUR-CH-10004675,7,5
2943,FUR-CH-10002880,3,5
2944,OFF-ST-10000675,9,3
2945,FUR-FU-10002685,1,3
2946,FUR-FU-10004020,7,2
2947,FUR-FU-10004963,3,4
2948,OFF-BI-10000174,14,3
2949,OFF-EN-10000461,5,4
2950,TEC-AC-10001266,4,3
2951,OFF-PA-10002160,5,4
2952,FUR-CH-10004875,2,3
2953,FUR-FU-10000305,2,5
2954,TEC-PH-10000347,2,2
2955,TEC-PH-10001459,2,4
2956,TEC-PH-10000439,1,5
2957,FUR-CH-10002647,3,4
2958,OFF-BI-10003910,1,3
2959,OFF-BI-10001097,4,3
2960,OFF-FA-10004854,4,3
2961,OFF-PA-10003673,3,3
2962,OFF-LA-10002034,8,3
2963,FUR-CH-10002774,2,5
2964,FUR-CH-10003817,2,2
2965,OFF-BI-10002949,5,2
2966,FUR-FU-10002445,2,2
2967,FUR-FU-10001473,6,4
2968,OFF-ST-10002562,4,4
2969,OFF-AP-10002118,3,2
2970,OFF-PA-10001800,6,2
2971,OFF-BI-10002827,8,4
2972,FUR-FU-10004671,2,4
2973,OFF-ST-10000736,4,5
2974,OFF-BI-10004656,5,4
2975,FUR-TA-10001095,2,2
2976,OFF-PA-10000213,4,4
2977,FUR-CH-10001797,7,2
2978,OFF-ST-10002214,2,2
2979,FUR-CH-10000422,6,3
2980,OFF-PA-10003848,4,4
2981,FUR-FU-10003623,2,5
2982,FUR-CH-10001797,4,4
2983,OFF-BI-10003094,4,3
2984,OFF-ST-10002205,3,3
2985,FUR-TA-10003238,1,4
2986,FUR-FU-10000755,4,2
2987,OFF-PA-10002893,2,3
2988,OFF-ST-10000689,9,5
2989,TEC-AC-10004227,1,2
2990,OFF-BI-10000174,4,2
2991,OFF-ST-10001809,5,5
2992,OFF-BI-10002309,7,5
2993,OFF-AP-10004532,3,5
2994,OFF-BI-10003091,4,5
2995,OFF-BI-10004654,4,2
2996,OFF-ST-10000760,5,3
2997,OFF-EN-10001539,4,5
2998,FUR-FU-10000550,1,3
2999,TEC-AC-10003628,4,2
3000,TEC-MA-10004521,3,4
3001,OFF-AP-10003860,2,4
3002,OFF-BI-10000069,2,3
3003,OFF-BI-10003655,5,5
3004,OFF-BI-10001628,4,2
3005,OFF-AP-10003779,1,3
3006,OFF-BI-10000666,3,4
3007,OFF-AP-10000828,5,5
3008,OFF-BI-10002706,3,5
3009,FUR-FU-10004748,3,2
3010,OFF-AP-10000026,5,4
3011,OFF-BI-10000773,5,2
3012,TEC-MA-10000822,5,5
3013,OFF-BI-10001543,2,5
3014,OFF-BI-10003355,6,3
3015,OFF-PA-10002005,4,4
3016,FUR-TA-10004154,2,4
3017,OFF-ST-10002743,8,2
3018,FUR-FU-10004973,3,5
3019,TEC-AC-10002842,7,5
3020,OFF-FA-10002701,3,3
3021,OFF-PA-10001125,3,2
3022,FUR-FU-10004090,3,5
3023,OFF-BI-10001510,5,4
3024,FUR-BO-10002202,2,2
3025,OFF-BI-10001922,11,5
3026,OFF-PA-10001667,3,2
3027,FUR-FU-10001488,3,2
3028,OFF-BI-10002799,2,4
3029,FUR-CH-10003846,5,3
3030,TEC-PH-10003691,4,5
3031,FUR-BO-10000468,4,5
3032,OFF-AR-10001044,1,5
3033,FUR-CH-10003833,4,4
3034,OFF-PA-10004355,4,3
3035,TEC-AC-10003038,6,2
3036,OFF-BI-10002799,7,5
3037,OFF-AR-10003582,2,3
3038,OFF-PA-10004451,5,4
3039,FUR-FU-10004666,2,3
3040,FUR-TA-10001520,3,4
3041,FUR-FU-10004270,5,3
3042,OFF-PA-10003172,2,5
3043,OFF-EN-10002312,2,4
3044,FUR-CH-10002320,8,2
3045,TEC-PH-10001530,5,3
3046,OFF-AR-10001216,5,3
3047,OFF-PA-10003127,1,3
3048,OFF-BI-10003910,7,4
3049,FUR-TA-10004534,2,3
3050,TEC-AC-10000892,4,3
3051,FUR-FU-10003247,2,2
3052,OFF-AP-10004336,4,3
3053,OFF-PA-10001295,2,4
3054,TEC-PH-10002555,2,5
3055,OFF-BI-10000831,2,3
3056,TEC-CO-10001046,5,5
3057,OFF-EN-10002973,2,2
3058,OFF-LA-10001641,10,5
3059,FUR-FU-10003878,2,3
3060,FUR-TA-10003837,2,4
3061,TEC-AC-10002800,3,3
3062,OFF-PA-10001307,8,3
3063,TEC-PH-10002350,3,3
3064,TEC-AC-10000397,3,2
3065,OFF-ST-10000615,8,4
3066,TEC-PH-10004531,8,3
3067,TEC-AC-10004001,5,2
3068,OFF-PA-10001534,7,4
3069,OFF-PA-10001815,6,4
3070,OFF-AP-10003779,4,2
3071,OFF-ST-10002011,7,3
3072,FUR-FU-10002379,3,5
3073,OFF-AR-10003752,5,2
3074,OFF-ST-10003692,2,5
3075,FUR-BO-10004409,2,2
3076,OFF-ST-10003306,3,4
3077,FUR-FU-10003724,5,5
3078,FUR-CH-10002024,2,2
3079,OFF-AR-10003514,8,2
3080,OFF-PA-10001800,2,5
3081,TEC-PH-10003589,3,4
3082,OFF-BI-10003364,2,4
3083,TEC-PH-10002834,3,3
3084,OFF-BI-10000343,1,3
3085,OFF-BI-10004584,4,3
3086,TEC-AC-10002402,2,4
3087,FUR-FU-10000550,2,5
3088,OFF-AP-10000055,2,2
3089,FUR-FU-10001591,5,5
3090,TEC-PH-10000526,7,4
3091,OFF-BI-10001071,7,3
3092,TEC-PH-10001557,5,4
3093,OFF-PA-10001977,3,4
3094,OFF-SU-10004231,4,3
3095,OFF-PA-10000809,2,5
3096,OFF-FA-10003021,8,3
3097,OFF-AP-10000696,2,5
3098,OFF-LA-10001158,4,2
3099,FUR-BO-10002268,4,4
3100,OFF-BI-10000829,3,3
3101,FUR-BO-10003441,3,4
3102,OFF-SU-10003505,6,5
3103,FUR-BO-10003660,1,2
3104,OFF-BI-10001267,7,3
3105,OFF-PA-10002741,6,3
3106,OFF-LA-10004345,4,3
3107,OFF-ST-10004340,6,5
3108,OFF-PA-10001471,3,2
3109,OFF-ST-10002344,3,5
3110,OFF-PA-10001892,1,2
3111,OFF-PA-10001934,8,5
3112,OFF-ST-10000078,1,2
3113,TEC-MA-10001972,3,5
3114,OFF-EN-10002504,5,5
3115,OFF-PA-10002160,6,2
3116,FUR-CH-10001973,6,4
3117,OFF-AP-10001492,5,5
3118,OFF-SU-10002189,4,4
3119,FUR-CH-10003312,5,4
3120,TEC-PH-10002496,2,5
3121,FUR-FU-10003464,3,3
3122,OFF-AR-10000380,2,2
3123,OFF-BI-10004593,5,2
3124,OFF-BI-10001308,2,4
3125,OFF-ST-10001780,2,2
3126,OFF-ST-10003816,4,4
3127,TEC-PH-10002200,2,5
3128,OFF-PA-10004438,4,2
3129,FUR-FU-10004090,2,4
3130,FUR-CH-10002602,2,2
3131,TEC-AC-10001142,5,3
3132,TEC-PH-10004977,4,5
3133,FUR-FU-10004586,2,3
3134,OFF-BI-10001116,3,3
3135,OFF-BI-10000666,5,2
3136,OFF-ST-10002583,3,5
3137,TEC-PH-10004908,1,3
3138,OFF-EN-10001219,2,4
3139,TEC-AC-10004568,2,3
3140,FUR-FU-10001756,3,5
3141,OFF-AP-10002311,3,5
3142,OFF-BI-10003650,2,3
3143,TEC-AC-10003628,5,3
3144,OFF-AR-10001547,6,3
3145,FUR-CH-10002647,7,4
3146,FUR-CH-10004495,4,2
3147,TEC-PH-10002923,3,5
3148,OFF-AR-10001374,5,4
3149,OFF-PA-10003441,5,3
3150,OFF-LA-10002043,3,5
3151,TEC-AC-10002049,6,2
3152,TEC-MA-10000418,2,3
3153,TEC-PH-10004908,2,4
3154,FUR-FU-10004091,7,4
3155,OFF-BI-10004600,2,2
3156,OFF-PA-10001289,3,4
3157,FUR-TA-10001539,2,2
3158,TEC-AC-10001266,2,3
3159,OFF-ST-10001291,5,4
3160,TEC-AC-10001314,3,4
3161,OFF-BI-10004040,5,4
3162,OFF-EN-10001539,2,2
3163,OFF-EN-10004483,5,4
3164,OFF-AR-10001615,3,2
3165,OFF-PA-10000327,9,2
3166,TEC-PH-10001299,2,3
3167,OFF-PA-10002246,3,5
3168,FUR-FU-10002671,5,2
3169,FUR-CH-10003833,8,2
3170,OFF-PA-10001667,13,4
3171,OFF-BI-10002003,6,4
3172,OFF-BI-10004465,2,3
3173,FUR-CH-10000665,5,3
3174,OFF-AR-10004956,3,3
3175,OFF-AR-10004260,7,5
3176,FUR-BO-10001811,2,4
3177,TEC-AC-10003280,2,4
3178,OFF-PA-10004911,2,2
3179,FUR-FU-10001487,3,4
3180,FUR-FU-10000521,2,5
3181,OFF-AP-10001271,5,5
3182,OFF-BI-10004728,2,2
3183,TEC-AC-10004666,3,2
3184,OFF-ST-10003208,9,2
3185,OFF-ST-10003208,3,2
3186,OFF-BI-10000632,3,5
3187,OFF-EN-10004773,3,4
3188,TEC-PH-10004700,7,5
3189,OFF-LA-10003714,1,4
3190,OFF-BI-10001787,4,5
3191,OFF-ST-10002957,3,4
3192,TEC-PH-10002115,1,3
3193,OFF-BI-10002557,7,5
3194,OFF-BI-10002949,3,5
3195,OFF-PA-10004100,6,3
3196,OFF-FA-10001883,3,3
3197,TEC-PH-10000702,3,4
3198,OFF-BI-10003196,3,4
3199,TEC-PH-10001644,4,4
3200,OFF-AR-10003183,7,3
3201,FUR-FU-10000308,3,2
3202,OFF-PA-10001526,4,2
3203,TEC-PH-10002103,8,2
3204,TEC-AC-10004209,1,4
3205,FUR-FU-10000397,2,3
3206,OFF-PA-10002137,8,2
3207,FUR-FU-10001867,5,2
3208,OFF-LA-10000407,8,2
3209,TEC-AC-10000420,5,4
3210,TEC-PH-10002726,9,2
3211,OFF-EN-10001415,3,2
3212,OFF-BI-10000773,7,3
3213,OFF-AP-10002350,11,2
3214,OFF-AR-10001919,1,4
3215,OFF-AP-10002082,2,2
3216,OFF-LA-10002762,6,3
3217,TEC-AC-10002800,3,4
3218,OFF-BI-10003925,3,5
3219,TEC-PH-10002200,2,3
3220,OFF-PA-10001295,5,3
3221,OFF-EN-10002500,4,5
3222,TEC-AC-10000892,1,2
3223,OFF-PA-10001838,2,3
3224,OFF-FA-10000735,2,3
3225,TEC-PH-10001760,2,5
3226,OFF-EN-10004846,6,5
3227,OFF-SU-10003567,2,4
3228,TEC-PH-10001557,3,3
3229,TEC-AC-10003038,1,3
3230,OFF-ST-10004459,1,4
3231,FUR-FU-10004960,5,2
3232,OFF-BI-10000632,3,2
3233,OFF-BI-10001107,1,2
3234,OFF-ST-10002301,2,2
3235,OFF-BI-10003355,1,5
3236,FUR-TA-10002903,1,2
3237,OFF-ST-10001580,3,3
3238,OFF-BI-10000315,3,2
3239,FUR-CH-10003774,5,5
3240,TEC-PH-10003095,7,5
3241,FUR-FU-10000023,3,5
3242,OFF-ST-10002214,5,2
3243,OFF-BI-10002799,13,4
3244,TEC-PH-10004912,5,4
3245,FUR-CH-10002602,3,5
3246,TEC-AC-10004510,3,2
3247,OFF-ST-10000060,5,4
3248,OFF-AR-10000799,3,3
3249,FUR-CH-10004875,2,4
3250,TEC-PH-10002085,2,2
3251,OFF-FA-10000992,7,2
3252,FUR-FU-10001473,3,5
3253,OFF-AR-10003045,3,4
3254,TEC-PH-10001536,2,2
3255,TEC-PH-10001580,1,3
3256,OFF-BI-10004209,3,5
3257,OFF-LA-10001613,2,3
3258,FUR-TA-10001676,3,5
3259,OFF-BI-10003712,2,2
3260,OFF-BI-10000285,2,2
3261,OFF-PA-10004609,4,5
3262,TEC-AC-10001314,2,4
3263,OFF-PA-10003395,7,5
3264,OFF-AP-10001242,3,2
3265,OFF-LA-10001641,4,4
3266,OFF-ST-10003816,2,4
3267,OFF-EN-10002230,3,4
3268,TEC-PH-10002660,2,2
3269,TEC-PH-10003171,1,2
3270,TEC-AC-10003709,3,2
3271,OFF-FA-10000304,3,5
3272,TEC-AC-10003709,8,2
3273,FUR-CH-10002774,5,2
3274,TEC-CO-10001046,6,4
3275,OFF-FA-10003495,3,5
3276,OFF-AR-10004685,6,3
3277,OFF-AR-10004757,7,2
3278,TEC-PH-10001615,1,4
3279,OFF-PA-10003349,2,5
3280,OFF-AR-10000127,7,3
3281,OFF-SU-10002881,5,5
3282,TEC-AC-10001109,2,4
3283,OFF-PA-10000682,1,5
3284,FUR-FU-10000221,3,4
3285,OFF-BI-10002429,7,3
3286,OFF-AR-10002375,2,3
3287,OFF-AP-10000595,3,3
3288,TEC-PH-10001530,3,2
3289,OFF-BI-10000050,5,2
3290,TEC-AC-10001552,5,3
3291,TEC-AC-10003399,1,3
3292,OFF-AR-10004078,2,5
3293,OFF-SU-10002189,3,5
3294,FUR-FU-10001852,2,5
3295,OFF-BI-10003638,8,2
3296,TEC-MA-10002428,11,3
3297,OFF-BI-10001036,7,5
3298,OFF-AP-10004708,4,4
3299,TEC-MA-10000488,3,4
3300,OFF-BI-10003656,1,3
3301,OFF-ST-10003656,1,5
3302,TEC-PH-10001128,6,4
3303,FUR-FU-10001473,3,3
3304,OFF-BI-10004656,3,5
3305,OFF-EN-10004955,3,2
3306,TEC-PH-10002468,2,4
3307,TEC-PH-10000576,3,3
3308,OFF-BI-10002160,3,4
3309,TEC-AC-10003628,2,3
3310,OFF-BI-10001116,6,2
3311,OFF-BI-10002026,5,3
3312,FUR-FU-10003691,7,4
3313,FUR-CH-10002602,5,3
3314,OFF-PA-10000675,2,2
3315,FUR-CH-10002602,2,5
3316,OFF-BI-10001900,3,5
3317,FUR-FU-10001468,5,3
3318,OFF-AR-10004648,9,2
3319,OFF-LA-10003190,3,3
3320,OFF-AP-10004868,7,2
3321,FUR-CH-10004287,3,4
3322,OFF-PA-10002689,5,5
3323,OFF-AP-10002892,3,2
3324,FUR-FU-10002253,3,2
3325,OFF-BI-10001359,5,5
3326,OFF-BI-10001267,1,4
3327,OFF-AR-10003582,3,4
3328,OFF-PA-10003724,5,3
3329,OFF-PA-10001033,8,4
3330,TEC-PH-10003505,2,2
3331,TEC-PH-10004959,3,3
3332,TEC-AC-10000474,3,3
3333,TEC-PH-10003095,3,4
3334,FUR-FU-10002963,1,3
3335,OFF-AR-10000203,4,5
3336,TEC-PH-10004667,4,4
3337,FUR-FU-10000193,4,2
3338,FUR-TA-10001539,3,4
3339,OFF-BI-10000962,9,5
3340,OFF-AP-10002867,3,2
3341,OFF-LA-10001158,5,5
3342,OFF-PA-10000675,3,3
3343,FUR-TA-10001307,1,3
3344,TEC-PH-10000011,3,5
3345,OFF-PA-10002666,9,5
3346,OFF-FA-10000735,4,3
3347,OFF-BI-10000174,5,2
3348,OFF-AR-10003156,5,2
3349,OFF-BI-10000474,5,5
3350,OFF-BI-10003712,4,2
3351,TEC-AC-10003280,3,4
3352,FUR-BO-10002916,3,3
3353,TEC-PH-10002726,2,2
3354,TEC-PH-10000895,2,4
3355,FUR-TA-10004152,1,4
3356,OFF-BI-10003694,2,3
3357,OFF-BI-10002160,1,3
3358,OFF-PA-10001685,9,2
3359,OFF-BI-10000773,2,4
3360,TEC-AC-10004510,2,5
3361,OFF-PA-10004569,4,3
3362,FUR-FU-10000672,3,5
3363,OFF-PA-10004451,3,4
3364,OFF-BI-10004738,2,2
3365,FUR-FU-10001940,3,3
3366,FUR-BO-10003966,2,4
3367,OFF-PA-10003072,2,3
3368,OFF-PA-10002245,3,4
3369,FUR-BO-10002598,2,4
3370,OFF-BI-10002225,4,3
3371,TEC-AC-10003832,5,4
3372,OFF-BI-10000822,6,4
3373,OFF-AP-10001242,2,4
3374,FUR-FU-10002445,3,5
3375,FUR-CH-10002372,5,2
3376,TEC-PH-10000376,4,5
3377,FUR-CH-10002965,2,5
3378,OFF-ST-10004950,9,2
3379,OFF-BI-10003166,6,3
3380,OFF-PA-10004610,3,5
3381,FUR-FU-10000320,9,3
3382,OFF-EN-10004030,1,5
3383,OFF-EN-10004147,3,4
3384,FUR-CH-10003535,7,4
3385,TEC-PH-10004586,5,2
3386,OFF-ST-10003208,4,3
3387,OFF-FA-10003112,3,4
3388,TEC-PH-10004447,2,3
3389,OFF-BI-10002854,6,2
3390,FUR-TA-10001039,3,5
3391,OFF-PA-10004239,2,2
3392,TEC-PH-10001530,4,5
3393,TEC-PH-10000038,2,3
3394,OFF-BI-10001765,1,5
3395,OFF-PA-10000380,6,4
3396,OFF-ST-10001128,4,2
3397,OFF-BI-10003656,1,5
3398,OFF-PA-10003441,4,3
3399,TEC-PH-10002923,1,5
3400,OFF-PA-10004359,6,2
3401,OFF-ST-10001511,3,2
3402,OFF-AR-10002833,3,3
3403,FUR-FU-10001940,7,5
3404,FUR-FU-10003919,4,2
3405,OFF-ST-10003479,2,4
3406,FUR-CH-10002965,2,4
3407,FUR-CH-10002965,2,2
3408,OFF-BI-10000145,8,3
3409,FUR-FU-10002191,4,5
3410,OFF-PA-10004451,2,3
3411,OFF-PA-10001471,9,4
3412,OFF-BI-10003656,2,5
3413,OFF-AR-10000940,4,2
3414,OFF-PA-10002319,2,4
3415,OFF-BI-10000977,2,2
3416,OFF-FA-10002676,1,3
3417,OFF-BI-10004970,2,4
3418,OFF-AP-10003971,5,3
3419,OFF-SU-10001574,2,4
3420,FUR-CH-10000665,2,3
3421,OFF-AP-10000891,2,4
3422,OFF-PA-10003790,8,4
3423,TEC-AC-10002217,7,4
3424,OFF-BI-10002215,4,5
3425,TEC-MA-10001972,2,4
3426,OFF-BI-10001525,4,3
3427,FUR-CH-10000988,10,4
3428,OFF-PA-10000174,4,5
3429,FUR-TA-10002041,2,4
